[[  0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,
    0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0],
 [  0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,  23.0,  77.0,  23.0,   0.0, 0.0, 0.0, 0.0,
    0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0],
 [  0.0, 0.0, 0.0, 0.0, 0.0, 0.0,  26.0, 224.0, 255.0, 253.0, 230.0, 212.0, 207.0, 207.0,
  207.0, 207.0, 207.0, 207.0, 217.0, 213.0, 163.0,  82.0,   0.0, 0.0, 0.0, 0.0, 0.0, 0.0],
 [  0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 206.0, 240.0, 254.0, 249.0, 250.0, 252.0, 253.0, 253.0,
  253.0, 253.0, 253.0, 254.0, 255.0, 255.0, 255.0, 255.0,  43.0,   0.0, 0.0, 0.0, 0.0, 0.0],
 [  0.0, 0.0, 0.0, 0.0, 0.0,  82.0, 255.0, 149.0, 255.0,  36.0,   0.0, 0.0, 0.0, 0.0,
    0.0, 0.0, 181.0, 253.0, 123.0,  51.0, 139.0, 255.0, 121.0,   0.0, 0.0, 0.0, 0.0, 0.0],
 [  0.0, 0.0, 0.0, 0.0, 0.0, 178.0, 223.0, 182.0, 213.0,   0.0, 0.0, 0.0, 0.0, 0.0,
    0.0,  18.0, 255.0, 239.0,   5.0,   0.0,  87.0, 255.0, 170.0, 0.0, 0.0, 0.0, 0.0, 0.0],
 [  0.0, 0.0, 0.0, 0.0,  21.0, 251.0, 134.0, 246.0, 137.0,   0.0, 0.0, 0.0, 0.0, 0.0,
    0.0,  52.0, 255.0, 255.0,  14.0,   0.0,  82.0, 255.0, 217.0,   0.0, 0.0, 0.0, 0.0, 0.0],
 [  0.0, 0.0, 0.0, 0.0,  54.0, 255.0, 145.0, 255.0,  48.0,   0.0, 0.0, 0.0, 0.0, 0.0,
    0.0, 3.0, 152.0, 255.0,  14.0,   0.0,  78.0, 255.0, 253.0,   4.0,   0.0, 0.0, 0.0, 0.0],
 [  0.0, 0.0, 0.0, 0.0,  54.0, 255.0, 222.0, 193.0,   0.0, 0.0, 0.0, 0.0, 0.0, 0.0,
    0.0, 0.0, 108.0, 255.0,  14.0,   0.0,  75.0, 255.0, 255.0,   7.0,   0.0, 0.0, 0.0, 0.0],
 [  0.0, 0.0, 0.0, 0.0,  54.0, 255.0, 255.0,  85.0,   0.0, 0.0, 0.0, 0.0, 6.0, 101.0,
  176.0, 202.0, 234.0, 255.0,  47.0,   0.0,  61.0, 255.0, 255.0,   7.0,   0.0, 0.0, 0.0, 0.0],
 [  0.0, 0.0, 0.0, 0.0,  54.0, 255.0, 234.0,   4.0,   0.0, 0.0, 7.0, 123.0, 238.0, 255.0,
  255.0, 255.0, 252.0, 255.0,  54.0,   0.0,  14.0, 254.0, 255.0,   7.0,   0.0, 0.0, 0.0, 0.0],
 [  0.0, 0.0, 0.0, 0.0,  54.0, 255.0, 179.0,   0.0,  11.0, 163.0, 249.0, 255.0, 255.0, 217.0,
  123.0,  42.0, 108.0, 255.0,  14.0,   0.0, 0.0, 235.0, 255.0,   7.0,   0.0, 0.0, 0.0, 0.0],
 [  0.0, 0.0, 0.0, 0.0,  80.0, 255.0, 144.0, 166.0, 252.0, 255.0, 239.0, 144.0,  30.0, 0.0,
    0.0, 0.0, 108.0, 255.0,  14.0,   0.0, 0.0, 207.0, 255.0,   7.0,   0.0, 0.0, 0.0, 0.0],
 [  0.0, 0.0, 0.0, 0.0, 120.0, 255.0, 252.0, 255.0, 237.0, 105.0,   0.0, 0.0, 0.0, 0.0,
    0.0, 0.0, 108.0, 255.0,  14.0,   0.0, 0.0, 180.0, 255.0,  19.0,   0.0, 0.0, 0.0, 0.0],
 [  0.0, 0.0, 0.0, 0.0,  96.0, 254.0, 255.0, 147.0,   0.0, 0.0, 0.0, 0.0, 0.0, 0.0,
    0.0, 0.0, 108.0, 255.0,  14.0,   0.0, 0.0, 152.0, 255.0,  65.0,   0.0, 0.0, 0.0, 0.0],
 [  0.0, 0.0, 0.0, 0.0, 0.0,  93.0,  94.0,   0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,
    0.0, 0.0, 108.0, 255.0,  14.0,   0.0, 0.0, 125.0, 255.0, 113.0,   0.0, 0.0, 0.0, 0.0],
 [  0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,
    0.0, 0.0, 108.0, 255.0,  14.0,   0.0, 0.0, 116.0, 255.0, 125.0,   0.0, 0.0, 0.0, 0.0],
 [  0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,
    0.0, 0.0, 108.0, 255.0,  14.0,   0.0, 0.0, 118.0, 255.0, 120.0, 0.0, 0.0, 0.0, 0.0],
 [  0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,
    0.0, 0.0, 108.0, 255.0,  14.0,   0.0, 0.0, 121.0, 255.0, 115.0,   0.0, 0.0, 0.0, 0.0],
 [  0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,
    0.0, 0.0,  99.0, 255.0,  99.0,  34.0,  34.0, 180.0, 255.0, 106.0,   0.0, 0.0, 0.0, 0.0],
